14.583	0	72
814.58	1250	79
1116.7	1666.7	72
1958.3	2916.7	66
2272.9	3333.3	72
2565.6	3750	74
2851	4166.7	72
4325	6250	85
4638.5	6666.7	72
4908.3	7083.3	74
5184.4	7500	66
5489.6	7916.7	79
5804.2	8333.3	87
7566.7	10833	72
7817.7	11250	74
8137.5	11667	66
8418.8	12083	79
9020.8	12917	72
9328.1	13333	66
10540	15000	72
10813	15417	66
11073	15833	72
13479	19167	72
13772	19583	70
14066	20000	74
14370	20417	66
14668	20833	85
14961	21250	72
15273	21667	79
15578	22083	74
15874	22500	85
16460	23333	70
18804	26667	72
20859	29583	70
21439	30417	74
23564	33333	85
24182	34167	72
