29.167	0	73
884.38	729.17	67
1055.2	833.33	77
2374	1979.2	74
2556.3	2083.3	71
2900	2395.8	60
3116.7	2500	67
3971.9	3229.2	69
4135.4	3333.3	74
5450	4479.2	63
5706.3	4583.3	60
6527.1	5312.5	73
8384.4	6666.7	82
8637.5	6832.7	74
8860.4	6998.7	90
9070.8	7166.3	74
9249	7332.3	82
9484.4	7500	82
9796.9	7638.3	88
10070	7776.7	82
11247	8750	82
11413	8888.3	83
11508	9026.7	82
11745	9166.7	96
12061	9375	82
12315	9583.3	96
12858	10000	96
13110	10166	83
13375	10332	77
13501	10500	87
13680	10666	80
13855	10833	83
13971	10972	87
14164	11110	77
14340	11250	81
14490	11388	80
14689	11527	96
15230	11875	74
15473	12083	90
15705	12292	74
15942	12500	82
16148	12638	96
16355	12777	81
16498	12917	90
16735	13125	83
16993	13333	81
17170	13472	83
17363	13610	96
18414	14583	80
18645	14792	74
18906	15000	96
19190	15208	82
19415	15417	74
19654	15625	80
19943	15833	82
20179	15972	96
20414	16110	82
