4.1667	0	73
181.25	156.7	82
235.42	277.5	84
269.79	400	81
330.21	524.32	87
547.92	741.48	79
796.88	1108	84
1018.8	1470.1	81
1236.5	1679	86
1283.3	1832.4	87
1549	2198.9	92
1765.6	2561	86
2002.1	2782.6	87
2057.3	2966.2	81
2291.7	3289.8	79
2505.2	3651.9	84
2784.4	4014.2	73
3225	4363.6	79
3399	4538.3	82
3450	4644.9	77
3518.8	4798.3	87
3786.5	5233	73
4068.7	5531.2	81
4124	5700.5	84
4384.4	6106.5	79
4721.9	6545.5	84
4943.8	6703.1	79
5021.9	6818.2	86
5081.3	6937.5	92
5142.7	7090.9	87
5519.8	7636.4	81
5900	8181.8	86
6450	8727.3	79
6747.9	9132	87
6794.8	9272.7	86
7163.5	9818.2	92
7550	10364	84
7972.9	10909	92
8142.7	11118	86
8203.1	11314	87
8447.9	11634	92
8927.1	12000	81
9358.3	12247	73
9408.3	12362	84
9465.6	12469	79
9530.2	12672	87
10058	13244	92
10446	13866	84
10882	14493	79
11260	15115	73
11663	15737	81
