29.167	216.51	74
272.92	433.08	60
446.88	652.17	67
770.83	978.26	71
1035.4	1304.3	68
1308.3	1630.4	73
1602.1	1956.5	74
1894.8	2282.6	71
2176	2608.7	60
2427.1	2934.8	71
2478.1	3026.5	60
2608.3	3097.8	69
2734.4	3260.9	68
2893.8	3423.9	73
2951	3587	74
3162.5	3750	67
3314.6	3913	63
3452.1	3999.7	68
3503.1	4076.1	69
3593.8	4239.1	74
3728.1	4325.7	73
3804.2	4402.2	67
3977.1	4565.2	68
4127.1	4728.3	60
4358.3	4858.1	69
4427.1	4969	68
4574	5161.3	73
4730.2	5339.7	67
4814.6	5439.3	69
4982.3	5596.9	64
5180.2	5813.5	74
5342.7	6032.6	63
5438.5	6124.3	60
6580.2	7260.5	73
6637.5	7336.9	74
8680.2	9206.8	67
8761.5	9293.5	73
11950	11818	69
12069	11902	60
18504	16467	60
18625	16551	74
