41.667	0	79
1937.5	1374	80
2125	1500	73
3116.7	2250	79
3349	2374.5	74
3512.5	2499	73
3702.1	2625	80
6116.7	4249.5	73
6271.9	4374	72
6433.3	4500	79
6583.3	4624.5	74
6772.9	4749	73
6978.1	4875	79
10155	7087.9	65
10277	7177.7	73
12741	8874	74
12926	9000	72
13104	9124.5	79
13351	9249	73
13507	9375	80
15597	10844	82
15742	10954	74
17740	12336	65
17861	12423	79
19672	13624	74
19853	13749	79
20030	13875	73
21530	14954	66
21708	15048	72
23202	16097	79
23332	16182	80
24791	17212	63
24926	17298	74
26273	18249	79
