41.406	0	74
1032.8	1110	79
1175.8	1250	80
1295.3	1388.3	82
1430.5	1526.7	80
1568.8	1666.7	73
1697.7	1805	79
1824.2	1943.4	79
1918	2083.3	74
2086.7	2221.7	80
2209.4	2360	73
2338.3	2500	82
2446.1	2638.3	74
2592.2	2776.7	80
2706.3	2916.7	75
3392.2	3610	82
3538.3	3750	74
3677.3	3888.3	82
3805.5	4026.7	82
3903.9	4166.7	75
4064.8	4305	82
4179.7	4443.4	74
4325.8	4583.3	80
4450	4721.7	80
4568.8	4860	75
4702.3	5000	80
4832.8	5138.3	74
4964.1	5276.7	82
5107	5416.7	74
6639.8	6943.3	72
6716.4	7083.3	79
6839.8	7221.6	74
7025	7360	80
7168.8	7500	72
7262.5	7638.3	80
7414.1	7776.7	74
7559.4	7916.7	82
8230.5	8610	80
8394.5	8750	79
8517.2	8888.3	72
8638.3	9026.7	80
8771.9	9166.7	75
8895.3	9305	79
9024.2	9443.3	74
9178.1	9583.3	73
9283.6	9721.6	75
9448.4	9860	82
9557	10000	75
9701.6	10138	80
9822.7	10277	73
9972.7	10417	74
10090	10555	79
10205	10693	75
10382	10833	80
10511	10972	72
10630	11110	79
10788	11250	72
11502	11943	73
11641	12083	80
11759	12222	80
11884	12360	74
12029	12500	79
12170	12638	73
12280	12777	75
12420	12917	74
12562	13055	82
12673	13193	72
12834	13333	80
14025	14443	74
14155	14583	74
14310	14722	73
14412	14860	75
14529	15000	73
14652	15138	80
14808	15277	74
14958	15417	79
16420	16943	75
16569	17083	73
16692	17222	75
16821	17360	74
16956	17500	82
17098	17638	74
17203	17777	73
17334	17917	79
17469	18055	82
17623	18193	72
17780	18333	80
17863	18472	75
18024	18610	79
18157	18750	74
18290	18888	75
18463	19027	73
26854	27500	67
26913	27559	68
27638	28280	63
27715	28333	68
27909	28472	68
28033	28610	68
28172	28750	68
28325	28888	68
28482	28973	76
28620	29027	68
28899	29530	82
28972	29583	68
29134	29722	68
29258	29860	68
29355	29946	71
29411	30000	68
29614	30223	69
29650	30277	68
29802	30363	67
29838	30417	68
29957	30555	68
30102	30693	68
30251	30833	68
30391	30972	68
30542	31110	68
