29.167	0	74
170.83	94.225	66
929.17	407.61	60
1075	489.13	68
1216.7	570.65	74
1370.8	652.17	66
1885.4	896.74	60
2018.7	978.26	73
3533.3	1793.5	68
3764.6	1875	66
3841.7	1956.5	79
4272.9	2201.1	74
4452.1	2282.6	66
4806.3	2445.6	71
4925	2527.2	79
5118.8	2608.7	73
5885.4	3016.3	70
5989.6	3097.8	71
6120.8	3179.3	66
6270.8	3260.9	74
6400	3342.4	66
6543.8	3423.9	65
6695.8	3505.4	68
6860.4	3587	79
7954.2	4157.6	68
8114.6	4239.1	73
8437.5	4402.2	65
8558.3	4483.7	66
8700	4565.2	74
9095.8	4809.8	68
9237.5	4891.3	79
9408.3	4972.8	71
9527.1	5054.3	70
9641.7	5135.9	74
9808.3	5217.4	73
10233	5461.9	68
10385	5543.5	70
10719	5706.5	65
10829	5788	66
10996	5869.6	64
11340	6032.6	71
11446	6114.1	65
11606	6195.6	70
12063	6440.2	65
12227	6521.7	71
13635	7255.4	64
13750	7336.9	66
13890	7418.5	65
14065	7500	71
14500	7744.6	79
14677	7826.1	65
15475	8315.2	68
15652	8396.7	70
15808	8478.2	65
16046	8559.8	71
16148	8641.3	64
16277	8722.8	60
16490	8804.3	66
17885	9456.5	74
18196	9673	76
18421	9889.6	69
18633	10109	76
18902	10325	69
19152	10542	74
19354	10761	63
19710	11087	60
20096	11413	73
20454	11739	74
20821	12065	67
21133	12391	63
21263	12475	74
21452	12554	68
21619	12717	74
21842	12880	69
21998	13043	68
22138	13207	63
22250	13298	68
22438	13370	63
22621	13533	68
22810	13696	69
23325	13991	69
23377	14075	63
23619	14292	68
23865	14511	74
24113	14651	63
24198	14727	69
24550	15163	63
24646	15247	74
25348	15739	68
25419	15815	69
25702	16057	63
25792	16141	68
