8.3333	0	66
822.92	625	73
875	687.5	74
973.96	750	66
1276	937.5	71
1362.5	1000	60
2040.6	1437.5	79
2127.1	1500	73
3051	2187.5	74
3141.7	2250	68
3358.3	2375	73
3415.6	2437.5	66
3491.7	2500	65
4376	3187.5	64
4476	3250	70
4690.6	3437.5	65
4779.2	3500	66
4955.2	3625	65
5024	3687.5	64
5092.7	3750	71
5536.5	4062.5	65
5606.3	4125	69
5679.2	4187.5	70
5745.8	4250	60
5954.2	4375	65
6015.6	4437.5	60
6103.1	4500	66
6345.8	4687.5	64
6427.1	4750	70
7308.3	5375	66
7358.3	5437.5	71
7443.8	5500	64
7626	5625	71
7704.2	5687.5	70
7811.5	5750	60
8761.5	6437.5	65
8829.2	6500	66
9333.3	6875	70
9381.3	6937.5	65
9496.9	7000	71
10378	7687.5	64
10438	7750	66
10625	7875	65
10693	7937.5	70
10780	8000	60
11026	8187.5	71
11105	8250	65
11497	8562.5	60
11610	8625	66
11676	8687.5	70
11809	8750	64
13454	10082	60
13622	10250	71
13774	10416	60
13898	10582	73
14031	10750	60
14233	11000	68
14414	11250	69
14611	11500	63
14770	11750	67
14950	12000	73
15115	12250	69
15286	12500	74
15421	12712	71
15460	12801	60
15571	12906	73
15665	13000	67
15753	13125	73
15852	13250	68
15951	13375	73
16059	13500	67
16153	13625	68
16246	13750	73
16356	13871	68
16411	13966	60
16522	14082	73
16642	14250	67
16786	14416	73
16909	14582	68
17068	14789	67
17318	15038	67
17500	15205	60
17548	15287	73
17806	15533	73
