15.625	0	74
94.792	84.035	79
978.13	815.22	71
1043.8	896.74	73
1125	978.26	66
1385.4	1222.8	74
1470.8	1304.3	70
1758.3	1548.9	65
1843.8	1630.4	71
2038.5	1793.5	73
2090.6	1875	79
2174	1956.5	68
2589.6	2364.1	71
2654.2	2445.6	66
2742.7	2527.2	65
2846.9	2608.7	73
3419.8	3179.3	71
3496.9	3260.9	79
3760.4	3505.4	74
3865.6	3587	66
4586.5	4320.6	65
4638.5	4402.2	73
4700	4483.7	71
4787.5	4565.2	79
5049	4809.8	68
5124	4891.3	65
5566.7	5380.4	66
5626	5461.9	60
5731.3	5543.5	71
6217.7	6032.6	74
6289.6	6114.1	79
6365.6	6195.6	66
6640.6	6440.2	70
6729.2	6521.7	65
7528.1	7418.5	60
7626	7500	66
7838.5	7744.6	71
7907.3	7826.1	65
8099	7989.1	64
8165.6	8070.6	68
8245.8	8152.2	70
8740.6	8641.3	69
8819.8	8722.8	71
8897.9	8804.3	60
9344.8	9211.9	66
9407.3	9293.5	64
9469.8	9375	65
9545.8	9456.5	70
9761.5	9701.1	69
9844.8	9782.6	70
10013	9945.6	68
10092	10027	70
10165	10109	79
12181	12172	63
12324	12391	69
12450	12608	63
12566	12824	74
12674	13043	63
12819	13260	69
12932	13477	63
13036	13696	68
13160	13912	76
13254	14129	82
13328	14348	69
13534	14674	74
13716	15000	68
13922	15326	76
14127	15652	69
14318	15978	63
14502	16304	82
14547	16396	68
14615	16495	74
14700	16630	63
14806	16793	69
14885	16956	68
14994	17120	63
15053	17283	63
15178	17446	68
15259	17609	63
15355	17772	69
15446	17935	76
15563	18098	68
15650	18261	69
15742	18424	63
15900	18640	74
16035	18857	63
16121	19000	82
16188	19124	69
16316	19293	63
16817	20054	74
17405	20948	82
17451	21033	68
18330	22337	69
