2.0833	1500	83
276.04	1750	77
361.46	1832	86
438.54	1914.1	80
472.92	2000	75
856.25	2500	88
1245.8	3000	80
1697.9	3500	69
2122.9	4000	83
7037.5	9875	69
7104.2	10000	73
7149	10125	70
7194.8	10250	71
7244.8	10375	72
7285.4	10500	76
7331.3	10625	74
7381.3	10750	77
9760.4	13500	69
10154	13769	80
10226	13888	77
10282	14000	83
10660	14500	77
11094	15000	80
11538	15500	69
15357	19813	91
15422	19875	89
15468	19938	86
15511	20000	85
15545	20063	83
15585	20125	82
15625	20188	81
15652	20250	80
15697	20313	78
15742	20375	77
15772	20438	76
15814	20500	75
18343	23500	80
18729	23777	77
18810	23883	83
18883	24000	69
19296	24500	77
19816	25000	80
