33.333	0	64
500	250	66
1037.5	500	71
1547.9	750	65
2033.3	1000	70
2564.6	1250	81
3100	1500	70
3625	1750	71
4115.6	2000	63
4628.1	2250	64
5109.4	2500	74
5626	2750	63
6165.6	3000	68
6632.3	3250	63
7184.4	3500	74
7789.6	3750	60
8215.6	4000	66
8721.9	4250	74
9253.1	4500	79
9778.1	4750	71
10205	5000	66
10753	5250	73
11222	5500	65
11786	5750	63
12280	6000	74
12761	6250	60
13309	6500	68
13774	6750	74
14286	7000	81
14865	7250	70
15385	7500	64
15906	7750	63
16402	8000	68
16927	8250	74
17471	8500	66
17944	8750	70
18494	9000	81
19010	9250	63
21607	10250	64
25777	12250	74
32976	15750	60
