12.5	0	63
154.17	151.44	68
266.67	306.44	76
391.67	461.54	73
508.33	612.98	73
612.5	767.98	74
1404.2	1997.6	73
1520.8	2152.6	82
1637.5	2307.7	87
1729.2	2459.1	74
1837.5	2614.1	79
1950	2769.2	84
2070.8	2920.7	85
2154.2	3075.7	78
2275	3230.8	77
2366.7	3382.2	74
2458.3	3537.2	69
2558.3	3692.3	63
2683.3	3843.7	74
3350	4766.8	72
3475	4921.8	73
3554.2	5076.9	66
3666.7	5228.4	72
3758.3	5383.4	65
3875	5538.5	63
4000	5689.9	82
4112.5	5844.9	76
4650	6613	89
4766.7	6768	82
4866.7	6923.1	80
4979.2	7074.5	76
5066.7	7229.5	74
5175	7384.6	69
5291.7	7536.1	68
5395.8	7691.1	72
5487.5	7846.1	65
5583.3	7997.6	66
5683.3	8152.6	64
5787.5	8307.7	63
5920.8	8459.1	73
6004.2	8614.1	68
6125	8769.2	73
7258.3	10460	65
7370.8	10615	73
7475	10767	71
7579.2	10922	72
7666.7	11077	68
7754.2	11228	66
7854.2	11383	67
7962.5	11538	70
8083.3	11690	64
8166.7	11845	69
8279.2	12000	63
8391.7	12151	76
8495.8	12306	73
8587.5	12462	68
8670.8	12613	74
9004.2	13075	71
9116.7	13230	77
9225	13385	79
9325	13536	85
9408.3	13691	82
9508.3	13846	87
9608.3	13998	81
9708.3	14153	84
9812.5	14308	79
9900	14459	82
10004	14614	76
10117	14769	74
11029	16154	69
11154	16305	71
11238	16460	66
11338	16615	72
11446	16767	64
11546	16922	61
11667	17077	74
12138	17690	79
12246	17845	76
12342	18000	77
12458	18151	71
12550	18306	72
12646	18462	75
12758	18613	69
12846	18768	68
12954	18923	66
13063	19075	67
13158	19230	64
13267	19385	74
