29.167	909.09	73
326.04	1022.7	74
606.25	1136.4	79
900	1250	73
1157.3	1363.6	74
1439.6	1477.3	68
1710.4	1590.9	73
1937.5	1704.5	65
2214.6	1818.2	68
2450	1931.8	66
2742.7	2045.5	60
3040.6	2159.1	71
3318.8	2272.7	68
3614.6	2386.4	73
5645.8	3181.8	60
5882.3	3295.5	66
6161.5	3409.1	65
6400	3522.7	68
6668.8	3636.4	71
6907.3	3750	65
7182.3	3863.6	66
7443.8	3977.3	60
7749	4090.9	73
7989.6	4204.5	74
8269.8	4318.2	79
8536.5	4431.8	68
8788.5	4545.4	65
9086.5	4659.1	66
9331.3	4772.7	76
9650	4886.4	72
9984.4	5000	73
10221	5113.6	68
10500	5227.3	70
10803	5340.9	65
11069	5454.5	64
11426	5568.2	71
16365	7500	66
16679	7613.6	73
16927	7727.3	68
17199	7840.9	73
17449	7954.5	65
17726	8068.2	60
17980	8181.8	66
18255	8295.4	73
18502	8409.1	79
18756	8522.7	74
19023	8636.4	71
19300	8750	70
19584	8863.6	65
19871	8977.3	68
20154	9090.9	60
20422	9204.5	64
20718	9318.2	66
21016	9431.8	69
