33.333	0	79
170.83	62.784	68
281.25	130.45	66
435.42	203.52	68
5033.3	2708.3	79
5165.6	2774.8	66
5255.2	2835.7	65
5397.9	2908.3	66
5592.7	3000	65
5764.6	3089.5	66
5895.8	3181.1	65
6097.9	3272.7	66
6219.8	3362.2	65
6378.1	3453.8	66
8466.7	4594.3	79
8541.7	4657	65
8718.8	4750.5	68
8874	4842.1	65
9038.5	4933.7	68
9189.6	5023.2	65
9317.7	5114.8	68
15125	8181.8	79
15288	8271.3	79
15413	8362.9	79
15556	8454.5	79
15691	8544	79
15834	8635.6	79
21638	11689	79
21696	11742	68
21890	11817	68
22009	11908	68
22149	12000	68
22313	12089	68
22452	12181	68
22616	12273	68
22766	12362	68
22936	12454	68
25040	13615	79
25122	13674	66
25321	13739	66
25460	13817	66
28071	15219	79
28183	15280	65
28327	15362	65
28481	15454	65
