1.0417	3125	69
42.708	3250	77
81.25	3375	75
145.83	3500	83
2328.1	5500	82
2376	5625	77
2429.2	5750	83
2469.8	5875	69
2524	6000	75
4365.6	7625	76
4434.4	7750	82
4488.5	7875	71
4535.4	8000	77
7084.4	10000	67
7147.9	10125	69
7193.8	10250	71
7241.7	10375	74
7282.3	10500	76
7318.8	10625	77
7368.8	10750	82
7411.5	10875	83
7465.6	11000	88
7918.8	11383	83
7983.3	11500	77
8479.2	12000	88
9832.3	13500	83
9895.8	13602	77
9935.4	13730	69
10777	14000	77
10817	14125	69
10879	14250	75
10929	14375	82
10985	14500	83
13700	16750	96
13757	16875	91
13799	17000	89
13850	17125	88
13890	17250	85
13938	17375	83
13983	17500	82
14244	17617	83
14283	17699	77
14461	17810	84
14503	17945	83
14704	18098	88
14905	18297	80
15092	18516	82
15136	18617	83
15161	18699	77
15379	18898	80
15573	19074	69
15738	19156	77
15802	19297	82
15998	19500	75
16064	19629	69
16792	20027	80
16848	20133	75
16897	20250	77
17855	21000	73
17906	21125	74
17957	21250	80
18008	21375	81
18059	21500	75
