28.125	4545.4	71
217.71	4772.7	72
389.58	5000	85
538.54	5227.3	71
698.96	5454.5	85
843.75	5605.4	72
1021.9	5756.4	85
1165.6	5909.1	72
1282.3	6060	85
1412.5	6210.9	71
1589.6	6363.6	72
1758.3	6514.5	71
1932.3	6665.5	72
5099	10000	72
5263.5	10181	70
5444.8	10362	71
5602.1	10545	70
5736.5	10726	72
5917.7	10909	71
6055.2	11090	70
6215.6	11271	72
6337.5	11454	70
6488.5	11635	71
6654.2	11818	70
6835.4	12045	71
11823	17273	74
12001	17424	72
12164	17575	85
12307	17727	71
12445	17878	74
12592	18029	72
12756	18182	85
12896	18333	72
13066	18484	85
13169	18636	71
13336	18787	85
13474	18938	74
16098	21818	72
20079	25455	70
20234	25568	85
20340	25682	71
21046	26364	71
26978	31818	72
27110	31932	71
27225	32045	85
27331	32159	70
27455	32273	74
28886	33636	74
38228	42727	70
38348	42841	80
38472	42955	74
38592	43068	71
38729	43182	85
38846	43295	72
40191	44545	85
48360	52727	77
48496	52841	85
48611	52954	71
48724	53068	81
48836	53182	70
48978	53295	80
49075	53409	70
49184	53523	77
49326	53636	79
49454	53750	66
49617	53864	79
51326	55454	79
55294	59091	72
57143	60909	74
57405	61060	72
57605	61211	80
57806	61364	71
58043	61591	72
58161	61818	70
58340	62045	71
58496	62273	80
58649	62424	72
58799	62575	74
68727	72727	71
68890	72908	70
69043	73089	72
69176	73272	70
69368	73453	71
